word,score
глуповатый_ADJ,0
глянцевой_ADJ,0
говяжий_ADJ,0
головотяпство_NOUN,1
голодный_ADJ,0
гопник_NOUN,1
горьковатый_ADJ,0
горячий_ADJ,1
горячущий_ADJ,0
гостеприимно_ADJ,0
гостеприимный_ADJ,0
гостеприимство_NOUN,0
гость_NOUN,0
гостья_ADJ,0
готовый_ADJ,0
грабить_VERB,1
грамотный_ADJ,0
грациозный_ADJ,0
гретый_ADJ,0
грибной_ADJ,0
грозить_VERB,1
грозиться_VERB,1
громадный_ADJ,0
громить_VERB,1
громкий_ADJ,0
громковатый_ADJ,0
грохать_VERB,1
грохотать_VERB,1
группировка_NOUN,1
грустно_ADJ,0
грустный_ADJ,0
грусть_NOUN,0
гулкий_ADJ,0
гуманный_ADJ,0
гусеница_NOUN,1
густой_ADJ,1
густый_ADJ,0
давить_VERB,1
двойной_ADJ,0
двухшариковый_ADJ,0
дезертир_NOUN,1
делать_ADJ,0
деликатный_ADJ,0
деловой_ADJ,0
демократичный_ADJ,1
деморализованный_ADJ,1
детский_ADJ,0
дешевенький_ADJ,0
дешевый_ADJ,1
деятельный_ADJ,0
диверсия_NOUN,1
диетический_ADJ,0
диетично_ADJ,0
диетичный_ADJ,0
добить_VERB,1
добро_ADJ,0
добродушие_NOUN,0
добродушный_ADJ,0
доброжелательной_ADJ,0
доброжелательность_NOUN,0
доброкачестветь_ADJ,0
доброта_NOUN,0
добротно_ADJ,0
добротный_ADJ,1
добрый_ADJ,0
добрый_NOUN,0
добрый_VERB,0
довольный_ADJ,0
довольство_NOUN,0
долбаный_ADJ,1
долбить_VERB,1
долгий_ADJ,0
долго_ADJ,0
долгожданный_ADJ,0
должен_ADJ,0
домашний_ADJ,1
домашнуий_ADJ,0
дорога_ADJ,0
дорого_ADJ,0
дороговато_ADJ,0
дороговатый_ADJ,0
дорогостоящий_ADJ,0
дорожить_VERB,0
дорошо_ADJ,0
достак_ADJ,0
достойный_ADJ,1
доступный_ADJ,1
другой_ADJ,0
дружелюбие_NOUN,0
дружелюбный_ADJ,0
дружеский_ADJ,0
дружественный_ADJ,0
дружной_ADJ,0
дружный_ADJ,0
дубинка_NOUN,1
дурной_ADJ,0
душевно_ADJ,0
душевный_ADJ,1
дымный_ADJ,0
дых_NOUN,1
дыхать_VERB,1
дёргаться_VERB,1
европейский_ADJ,0
единственный_ADJ,0
елозить_VERB,1
естественный_ADJ,0
жареный_ADJ,1
жгучий_ADJ,0
желаемо_ADJ,0
желанный_ADJ,0
желать_ADJ,0
железка_NOUN,1
железяка_NOUN,1
женственный_ADJ,0
жесткий_ADJ,0
жестковатый_ADJ,0
живительный_ADJ,0
живой_ADJ,1
живость_NOUN,0
жиденький_ADJ,0
жидкий_ADJ,0
жидко_ADJ,0
жижа_NOUN,1
жизнерадостность_NOUN,0
жизнерадостный_ADJ,0
жизнеспособный_ADJ,0
жирненький_ADJ,0
жирно_ADJ,0
жирноватый_ADJ,1
жирный_ADJ,1
жлобский_ADJ,0
жрать_VERB,1
забавно_ADJ,0
забавный_ADJ,0
забивать_VERB,1
заботлив_ADJ,0
заботливость_NOUN,0
заботливый_ADJ,0
заботливый_VERB,0
завопить_VERB,1
загадочный_ADJ,0
загнуться_VERB,1
задергаться_VERB,1
задница_NOUN,1
задумчивый_ADJ,0
задушевность_NOUN,0
задушевный_ADJ,0
зажигательный_ADJ,0
зажимать_VERB,1
зажраться_VERB,1
зал_NOUN,1
заманчивый_ADJ,0
замахиваться_VERB,1
замахнуться_VERB,1
заметный_ADJ,0
замечательно_ADJ,0
замечательный_ADJ,1
занимательно_ADJ,0
занимательный_ADJ,0
запеченый_ADJ,0
запретить_VERB,1
засечь_VERB,1
засилие_NOUN,1
застращать_VERB,1
застрелить_VERB,1
заталкивать_VERB,1
затерть_ADJ,0
затрясти_VERB,1
затюкать_VERB,1
захват_NOUN,1
захлебнуться_VERB,1
зачистка_NOUN,1
зашипеть_VERB,1
зверски_NOUN,1
звучный_ADJ,0
здорово_ADJ,0
здоровый_ADJ,1
зеленый_ADJ,0
земной_ADJ,0
злой_ADJ,0
злопыхатель_NOUN,1
знакомый_ADJ,0
знакомый_NOUN,0
знатный_ADJ,0
значимый_ADJ,0
зрелый_ADJ,0
игривый_ADJ,0
идеально_ADJ,0
идеальный_ADJ,0
идеолог_NOUN,1
избивать_VERB,1
избить_ADJ,0
избить_VERB,1
известный_ADJ,0
издеваться_VERB,1
изменить_ADJ,0
измышление_NOUN,1
изысканный_ADJ,0
изысканный_VERB,0
изысканый_ADJ,0
изыскать_ADJ,0
изыскывать_ADJ,0
изящество_NOUN,0
изящный_ADJ,0
икать_VERB,1
именовать_VERB,1
империя_NOUN,1
импозантный_ADJ,0
иной_ADJ,0
инструментальный_ADJ,0
интеллигентный_ADJ,0
интимность_NOUN,0
интимный_ADJ,0
информативный_ADJ,0
искренний_ADJ,0
искусственный_ADJ,0
испечённый_ADJ,0
истязать_VERB,1
итальянский_ADJ,0
кавказский_ADJ,0
каков_ADJ,0
каминный_ADJ,0
каноничный_ADJ,0
карачки_NOUN,1
карий_ADJ,0
кача_NOUN,1
качественно_ADJ,1
качественной_ADJ,0
качественный_ADJ,1
кисловатый_ADJ,0
кислый_ADJ,0
классический_ADJ,0
классный_ADJ,0
клепать_VERB,1
клубничный_ADJ,0
клюквенный_ADJ,0
кожаный_ADJ,0
колоритный_ADJ,0
коммунист_NOUN,1
компактный_ADJ,0
компетентный_ADJ,0
комфорный_ADJ,0
комфортабельный_ADJ,0
кондиционировать_ADJ,0
консервированый_ADJ,0
контактный_ADJ,0
контрастный_ADJ,0
копченый_ADJ,0
короткий_ADJ,0
корректный_ADJ,0
корчинево-бежевый_ADJ,0
кофе(новый_ADJ,0
красиво_ADJ,1
красненький_ADJ,0
красный_ADJ,0
красочный_ADJ,0
крах_NOUN,1
крепенький_ADJ,0
крепкий_ADJ,1
кричать_VERB,1
кровавый_ADJ,1
кромсать_VERB,1
крошечной_ADJ,0
крошечный_ADJ,0
круглый_ADJ,0
крупный_ADJ,0
кубинский_ADJ,0
кулак_NOUN,1
культурный_ADJ,0
куня_NOUN,1
куриный_ADJ,0
кучка_NOUN,1
лаконичен_ADJ,0
лаконичный_ADJ,0
ласка_NOUN,0
ласкать_VERB,0
ласкаять_VERB,0
ласковый_ADJ,0
легенький_ADJ,0
легко_ADJ,0
ледяной_ADJ,0
лестный_ADJ,0
летний_ADJ,0
лиричный_ADJ,0
лишний_ADJ,0
лом_NOUN,1
ломануться_VERB,1
ломик_NOUN,1
лупить_VERB,1
лучистый_ADJ,0
лучший_ADJ,0
любезно_ADJ,0
любезность_NOUN,0
любимый_ADJ,0
любимый_VERB,0
любить_VERB,0
любопытный_ADJ,0
люмпен_NOUN,1
ляпнуть_VERB,1
лёгкий_ADJ,0
майонезный_ADJ,0
максимальный_ADJ,0
маленький_ADJ,1
малолюдно_ADJ,0
малолюдный_ADJ,0
малый_ADJ,0
малюсенький_ADJ,0
маньяк_NOUN,1
маринованный_ADJ,0
мароканский_ADJ,0
марципановый_ADJ,0
маслянистый_ADJ,0
масштабный_ADJ,0
материться_VERB,1
матовый_ADJ,0
мафия_NOUN,1
медленный_ADJ,0
медовый_ADJ,0
мексиканский_ADJ,0
мелкий_ADJ,0
мент_NOUN,1
мертвый_ADJ,0
месиво_NOUN,1
место_NOUN,1
микроскопический_ADJ,0
милая_ADJ,0
милиционер_NOUN,1
милиция_NOUN,1
мило_VERB,0
миловидный_ADJ,0
милой_ADJ,0
милый_NOUN,0
миндальный_ADJ,0
миниатюрный_ADJ,0
минималистичный_ADJ,0
мирный_ADJ,0
миролюбивый_ADJ,0
много_ADJ,0
многограненный_ADJ,0
многокомпонентный_ADJ,0
многообъемный_ADJ,0
многосложный_ADJ,0
многослойный_ADJ,0
многочисленный_ADJ,0
модный_ADJ,0
мокрый_ADJ,0
молодой_ADJ,0
молодёжный_ADJ,0
молочный_ADJ,0
мороженный_ADJ,0
мороженой_ADJ,0
мороженый_ADJ,0
морозно_ADJ,0
морозный_ADJ,0
мости_ADJ,0
мошенничать_VERB,1
мрачноватый_ADJ,0
мрачный_ADJ,0
мужской_ADJ,0
музыкальный_ADJ,0
мурыжить_VERB,1
мутант_NOUN,1
мягкий_NOUN,0
мягко_ADJ,0
мягкость_NOUN,0
мясистый_ADJ,0
мясной_ADJ,0
мятный_ADJ,0
мятый_ADJ,0
наваристый_ADJ,1
наваристь_ADJ,0
навязчивый_ADJ,0
нагреть_ADJ,0
надавить_VERB,1
надежный_ADJ,0
назойливый_ADJ,0
наивкусный_ADJ,0
налицо_NOUN,1
напороться_VERB,1
напытить_ADJ,0
нарваться_VERB,1
нарядный_ADJ,0
наслаждаться_VERB,0
насмерть_NOUN,1
настоящий_ADJ,0
насыщенный_ADJ,1
натуральный_ADJ,0
науськать_VERB,1
начитать_ADJ,0
нашуметь_ADJ,1
небанальный_ADJ,1
небольшой_ADJ,0
неброский_ADJ,0
небычный_ADJ,0
невзболтанный_ADJ,0
невзрачный_ADJ,0
невкусно_ADJ,0
невкусный_ADJ,0
невозможный_ADJ,0
невысокий_ADJ,0
негорячо_ADJ,0
негромкий_ADJ,0
недешево_ADJ,0
недожаренный_ADJ,0
недосоленный_ADJ,0
недосоленый_ADJ,0
недурный_ADJ,0
неестественный_ADJ,0
нежирный_ADJ,0
нежнейший_ADJ,0
нежно_ADJ,1
нежно_ADV,0
нежность_NOUN,0
нежный_ADJ,0
незабываемый_ADJ,1
незаконно_ADJ,1
незамысловатый_ADJ,0
незатейливый_ADJ,0
незлобивый_ADJ,0
неизбитый_ADJ,1
неизведанный_ADJ,0
неизящный_ADJ,0
неиспробованный_ADJ,0
нейтральный_ADJ,0
некомпетентный_ADJ,1
некрасиво_ADJ,0
некрасивый_ADJ,0
некрепкий_ADJ,0
немаловажный_ADJ,0
немногословный_ADJ,0
ненавязчив_ADJ,0
ненавящевый_ADJ,0
ненагроможденный_ADJ,0
ненадоедливый_ADJ,0
неназойливый_ADJ,0
ненасыщенный_ADJ,0
ненормально_ADJ,0
необходимый_ADJ,0
необыкновенный_ADJ,0
необычно_ADJ,0
необычный_ADJ,1
неоднозначный_ADJ,0
неожиданно_ADJ,1
неожиданный_ADJ,0
неожиданский_ADJ,0
неопознанный_ADJ,0
неопытный_ADJ,0
неординарный_ADJ,0
непафосный_ADJ,0
непересоленный_ADJ,0
неплохо_ADJ,0
неплохой_ADJ,0
неполезный_ADJ,0
непонятный_ADJ,0
непохожий_ADJ,0
непривычно_ADJ,0
непривычный_ADJ,0
непринужденно_ADJ,0
непринужденность_NOUN,0
непринужденный_ADJ,0
неприторный_ADJ,0
непритязательный_ADJ,0
неприхотливый_ADJ,0
неприятный_ADJ,1
неровный_ADJ,0
несвежий_ADJ,0
нескучный_ADJ,0
несладкий_ADJ,0
несложный_ADJ,0
несознательный_ADJ,1
несомненный_ADJ,0
неспешный_ADJ,0
несравненный_ADJ,0
несравнимый_ADJ,0
нестандартный_ADJ,1
несуразность_NOUN,1
несъедобный_ADJ,0
неторопливый_ADJ,0
нетревиальный_ADJ,0
нетривиально_ADJ,0
нетривиальный_ADJ,0
неудобный_ADJ,1
неудобоваримый_ADJ,0
неуклюжий_ADJ,0
неуютный_ADJ,0
неформальный_ADJ,0
нечитамый_ADJ,0
нешумный_ADJ,0
ниже_ADJ,0
низкий_ADJ,0
низкокалорийный_ADJ,0
но_ADJ,1
новенький_ADJ,0
новомодный_ADJ,0
новый_ADJ,0
нормально_ADJ,0
нормальный_ADJ,1
нравиться_VERB,0
нужный_ADJ,1
обалдеть_ADJ,0
обаятельный_ADJ,0
обветренный_ADJ,0
обвинить_VERB,1
обвинять_VERB,1
обворовать_VERB,1
обворожительный_ADJ,0
обезуметь_VERB,1
обжигающе-горячий_ADJ,0
обзывать_VERB,1
обидный_ADJ,0
обильн_ADJ,0
обильна_ADJ,0
обильный_ADJ,0
обкуриться_VERB,1
обласкать_VERB,0
облепить_VERB,1
облепиховый_ADJ,0
облом_NOUN,1
обнаглеть_VERB,1
обозвать_VERB,1
обоятельный_ADJ,0
обрадовать_VERB,0
обрубок_NOUN,1
обрушиться_VERB,1
обходительность_NOUN,0
обхождение_NOUN,0
обширный_ADJ,0
общий_ADJ,0
общительность_NOUN,0
общительный_ADJ,0
объемист_ADJ,0
объемный_ADJ,1
обыкновенный_ADJ,0
обычный_ADJ,0
оглоед_NOUN,1
ограбить_VERB,1
огромный_ADJ,1
огрызаться_VERB,1
одаренный_VERB,0
одинаковый_ADJ,0
одинокий_ADJ,0
однообразно_ADV,0
однородный_ADJ,0
одухотворенный_ADJ,0
оживленный_ADJ,0
озвереть_VERB,1
омон_NOUN,1
оперативный_ADJ,0
опознаный_ADJ,0
опрятный_ADJ,0
опытный_ADJ,0
орать_ADJ,1
орать_NOUN,1
орать_VERB,1
органический_ADJ,0
органично_ADJ,0
оригиальный_ADJ,0
оригинально_ADJ,0
особенный_ADJ,0
остервенеть_VERB,1
острастка_NOUN,1
остренький_ADJ,0
остро_ADV,0
островатый_ADJ,0
острый_ADJ,1
отблагодарить_VERB,0
отвратительно_ADJ,0
отвратительный_ADJ,0
отдельный_ADJ,0
отдирать_VERB,1
отдохновенно_ADJ,0
отзывчивость_NOUN,0
отколоться_VERB,1
откровенно_ADJ,0
открытый_ADJ,0
отлавливать_VERB,1
отличный_ADJ,1
отмахнуться_VERB,1
отменный_ADJ,0
отменный_VERB,0
отметь_ADJ,0
отмить_ADJ,0
отпадный_ADJ,0
отрада_NOUN,0
отрадно_ADJ,0
отрадный_ADJ,0
отстрелять_VERB,1
охнуть_VERB,1
охотничий_ADJ,0
очаровательный_ADJ,0
очаровательный_NOUN,0
очаровать_VERB,0
очаровывать_VERB,0
ошеломительный_ADJ,0
пабный_ADJ,0
парадный_ADJ,0
патрулировать_VERB,1
пафосно_ADJ,0
пафосный_ADJ,0
первоклассный_ADJ,0
первый_ADJ,0
перекрывать_VERB,1
перекрыть_VERB,1
пересушеный_ADJ,0
переть_VERB,1
петербургский_ADJ,0
печеный_ADJ,0
пиарить_VERB,1
пивно_ADJ,0
пивной_ADJ,0
пикантный_ADJ,0
пинать_VERB,1
пирожной_ADJ,0
питательный_ADJ,0
питкий_ADJ,0
пихать_VERB,1
пихаться_VERB,1
плеваться_VERB,1
плетеный_ADJ,0
плодотворный_ADJ,0
плотной_ADJ,0
плотный_ADJ,1
плохо_ADJ,0
плохой_ADJ,0
плються_VERB,1
по-тайски_ADV,0
повалить_VERB,1
подать_ADJ,0
подбивать_VERB,1
поджареный_ADJ,0
подмороженый_ADJ,0
подмять_VERB,1
подозрительный_ADJ,0
подороже_ADJ,0
подползать_VERB,1
подыхать_VERB,1
пожарник_NOUN,1
пожилой_ADJ,0
позитивный_ADJ,0
познавательный_ADJ,0
позорить_VERB,1
полезный_ADJ,1
полицейский_ADJ,1
полицейский_NOUN,1
поллитровый_ADJ,0
полноценный_ADJ,0
полный_ADJ,0
положительный_ADJ,0
полужидкий_ADJ,0
полупустый_ADJ,0
полупустынный_ADJ,0
полусырый_ADJ,0
полюбить_VERB,0
полюбиться_VERB,0
понятный_ADJ,0
поперть_VERB,1
популярный_ADJ,0
поражающитть_ADJ,0
поразительно_ADJ,0
поранить_VERB,1
порезать_VERB,1
порченый_ADJ,1
последний_ADJ,0
постный_ADJ,0
постовой_ADJ,1
посчитать_VERB,1
потрепать_ADJ,0
потрясать_ADJ,0
потрясающий_ADJ,0
потрясный_ADJ,0
похожий_ADJ,1
почтительный_ADJ,0
пошарпаный_ADJ,0
пошлый_ADJ,0
поэтичный_ADJ,0
правильный_ADJ,1
праздничный_ADJ,0
практичный_ADJ,0
превосходный_ADJ,0
превосходный_NOUN,0
предсказуемый_ADJ,0
предупредительность_NOUN,0
прекрасно_ADJ,0
прекрасный_ADJ,0
прекрасный_NOUN,0
прелестный_ADJ,0
прелесть_NOUN,0
прелесть_VERB,0
пререкаться_VERB,1
пресладкий_ADJ,0
пресный_ADJ,0
приветлив_ADJ,0
приветливо_ADJ,0
приветливое_ADJ,0
приветливость_NOUN,0
приветливый_NOUN,0
приветливый_VERB,0
привлекательный_ADJ,0
привычный_ADJ,0
пригожий_ADJ,0
пригрозить_VERB,1
придавить_VERB,1
приемлемый_ADJ,0
признательность_NOUN,0
признательный_ADJ,0
приказ_NOUN,1
прикольно_ADJ,0
прикончить_VERB,1
прикрасный_ADJ,0
прилично_ADJ,0
приличный_ADJ,0
приличный_VERB,0
примерзнуть_VERB,1
приперться_VERB,1
припугнуть_VERB,1
приторный_ADJ,0
притягательный_ADJ,0
притязательный_ADJ,0
притяной_ADJ,0
приязнь_NOUN,0
приятельский_ADJ,0
приятно_ADJ,0
приятность_NOUN,0
приятный_ADJ,1
приятный_NOUN,0
приятный_VERB,0
проваливать_VERB,1
провалить_VERB,1
проворонить_VERB,1
провоцировать_VERB,1
продуманный_ADJ,0
прожаренный_ADJ,0
прожареть_ADJ,0
прожарить_ADJ,0
прозрачный_ADJ,0
прокалывать_VERB,1
проклятый_ADJ,1
проклятый_VERB,1
промазать_VERB,1
проникновенный_ADJ,0
пропеченая_ADJ,0
прописываться_VERB,1
простенький_ADJ,0
просто_ADJ,0
простоват_ADJ,0
простовать_ADJ,0
простодушный_ADJ,0
простой_ADJ,1
просторно_ADJ,0
просторный_ADJ,1
простота_NOUN,0
противненький_ADJ,0
противный_ADJ,0
профессиональный_ADJ,0
прохиндей_NOUN,1
прохладно_ADJ,0
прохладный_ADJ,0
пряно_ADJ,1
пряной_ADJ,0
пряный_ADJ,1
прятный_ADJ,0
пуза_NOUN,1
пустой_ADJ,0
пушистый_ADJ,0
пушкарский_ADJ,0
пытаться_VERB,1
пышно_ADJ,0
пышный_ADJ,0
пьяный_ADJ,0
пятеро_NOUN,1
пёстрый_ADJ,0
равномерный_ADJ,0
рад_ADJ,0
радовать_VERB,0
радоваться_VERB,0
радостно_ADJ,0
радостный_ADJ,0
радужный_ADJ,0
радушие_NOUN,0
радушия_NOUN,0
радушно_ADJ,0
радушный_ADJ,0
разборка_NOUN,1
разборчивый_ADJ,0
развлекательный_ADJ,0
разговорчивый_ADJ,0
разгон_NOUN,1
разгромить_VERB,1
раздавить_VERB,1
размазывать_VERB,1
разновозрастный_ADJ,0
разнообразно_ADJ,0
разнообразный_ADJ,0
разнообрзный_ADJ,0
разносторонний_ADJ,0
разный_ADJ,0
разоблачить_VERB,1
разовый_ADJ,0
разогреть_ADJ,0
разозлиться_VERB,1
разораться_VERB,1
расковырять_VERB,1
расколоть_VERB,1
расколоться_VERB,1
располагать_ADJ,0
располагающий_VERB,0
расположение_NOUN,0
расположенность_NOUN,0
распоясаться_VERB,1
расправа_NOUN,1
расслабленный_ADJ,0
расстрел_NOUN,1
расстрельный_ADJ,1
расстрелять_VERB,1
рассудительный_ADJ,0
расторопный_ADJ,0
растрогать_VERB,0
расформировать_VERB,1
реально_ADJ,0
редкий_ADJ,0
резиновый_ADJ,0
релаксационный_ADJ,0
респектабельный_ADJ,0
ризотто_ADJ,0
ровный_ADJ,0
рожать_NOUN,1
розовый_ADJ,0
романтический_ADJ,0
романтично_ADJ,0
романтичный_ADJ,0
роскошный_ADJ,0
ростовский_ADJ,0
румяный_ADJ,0
русофобия_NOUN,1
русский_ADJ,0
рыбный_ADJ,0
рявкнуть_VERB,1
садист_NOUN,1
сам_ADJ,0
самодельный_ADJ,0
самодостаточный_ADJ,0
самолепный_ADJ,0
самопечный_ADJ,0
сатанист_NOUN,1
сахарный_ADJ,0
свалка_NOUN,1
свежайший_ADJ,0
свежевыпеченный_ADJ,0
свеженький_ADJ,0
свежеобжаренный_ADJ,0
свежеприготовленный_ADJ,0
свежий_ADJ,1
свежий_NOUN,0
свежо_ADJ,0
сверхбыстрый_ADJ,0
светлый_NOUN,0
сводчатый_ADJ,0
своевременный_ADJ,0
своеобразный_ADJ,0
сволочь_NOUN,1
сгонять_VERB,1
сдержанный_ADJ,0
сдержанный_VERB,0
северный_ADJ,0
седалищный_ADJ,1
сервированный_ADJ,0
сердечный_ADJ,0
серо-желтый_ADJ,0
серьезно_ADJ,0
серьезный_ADJ,0
сильный_ADJ,0
симпатишный_ADJ,0
синий_ADJ,0
скандалить_VERB,1
скисший_ADJ,0
скромно_ADJ,0
скромный_ADJ,0
скромный_NOUN,0
скрутить_VERB,1
скудный_ADJ,0
скучный_ADJ,0
скушной_ADJ,0
слабый_ADJ,0
сладенький_ADJ,0
сладкий_ADJ,1
сладковатый_ADJ,1
сливочный_ADJ,0
словоохотливый_ADJ,0
сложный_ADJ,0
служебный_ADJ,0
смелый_ADJ,0
смешанный_ADJ,0
смешной_ADJ,0
смышленый_ADJ,0
снисходительный_ADJ,0
сносный_ADJ,0
собеседница_NOUN,0
совдеповский_ADJ,1
советский_ADJ,0
совок_NOUN,1
современный_ADJ,1
согревать_ADJ,0
согреваюдкий_ADJ,0
соленый_ADJ,1
солидный_ADJ,0
солнечный_ADJ,0
солоноватый_ADJ,0
солёный_ADJ,0
сонный_ADJ,0
соответствующий_ADJ,0
сопли_NOUN,1
сопливый_ADJ,1
сослепу_NOUN,1
соус-насыщенный_ADJ,0
сочен_ADJ,0
сочно_ADJ,0
сочный_ADJ,1
спекулянт_NOUN,1
специфический_ADJ,0
спиртной_ADJ,0
спиться_VERB,1
спокойно_ADJ,0
спорный_ADJ,0
сравнимый_ADJ,0
сраный_ADJ,1
средненький_ADJ,0
средний_ADJ,0
срывать_VERB,1
стабильный_ADJ,0
стандартный_ADJ,0
старательно_ADJ,0
старинный_ADJ,0
старый_ADJ,0
стейк-сочный_ADJ,0
стеснительный_ADJ,0
стильно_ADJ,0
стильное_ADJ,0
стильный_ADJ,1
странный_ADJ,0
страшный_ADJ,0
стремительный_ADJ,0
строгий_ADJ,0
субботний_ADJ,0
судиться_VERB,1
суетливый_ADJ,0
сухо_ADV,0
суховат_ADJ,0
суховато_ADJ,0
суховатый_ADJ,0
сухой_ADJ,0
сушеный_ADJ,0
сушёный_ADJ,0
счастливый_ADJ,0
съедобно_ADJ,0
съедобный_ADJ,1
сыр-кислый_ADJ,0
сырный_ADJ,0
сыроватый_ADJ,0
сырой_ADJ,0
сытно_ADJ,0
сытый_ADJ,0
тактичный_ADJ,0
танк_NOUN,1
танцевальный_ADJ,0
тающий_ADJ,0
твердый_ADJ,0
творожный_ADJ,0
темный_ADJ,0
тепленький_ADJ,0
тепличный_ADJ,0
тепло_ADJ,0
теплота_NOUN,0
теплый_NOUN,0
терпимый_ADJ,0
терпкий_ADJ,0
терпко-мужский_ADJ,0
терроризировать_VERB,1
тесно_ADJ,0
тесный_ADJ,0
типичный_ADJ,0
тихий_NOUN,0
тихо_ADJ,0
толковый_ADJ,1
толстоватый_ADJ,0
толстый_ADJ,0
томатный_ADJ,0
тонкий_ADJ,1
тонковатый_ADJ,0
